Year,Destination_Country,Region,Column_Name,Value,Data_Type,Source_Name,Source_URL,Notes
2007,USA,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,USA,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,USA,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,USA,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,USA,North America,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,USA,North America,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,USA,North America,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,Canada,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Canada,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Canada,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Canada,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Canada,North America,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,Canada,North America,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,Canada,North America,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,UK,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UK,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UK,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UK,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UK,Europe,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,UK,Europe,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,UK,Europe,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,Australia,Oceania,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Australia,Oceania,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Australia,Oceania,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Australia,Oceania,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Australia,Oceania,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,Australia,Oceania,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,Australia,Oceania,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,UAE,Middle East,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UAE,Middle East,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UAE,Middle East,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UAE,Middle East,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,UAE,Middle East,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,UAE,Middle East,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,UAE,Middle East,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,Germany,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Germany,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Germany,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Germany,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Germany,Europe,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,Germany,Europe,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,Germany,Europe,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2007,Singapore,Asia,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Singapore,Asia,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Singapore,Asia,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Singapore,Asia,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2007,Singapore,Asia,Remittance_USD_Billion,37.22,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2007,Singapore,Asia,Unemployment_India,7.56,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2007,Singapore,Asia,GDP_India,$1.217T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,USA,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,USA,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,USA,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,USA,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,USA,North America,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,USA,North America,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,USA,North America,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,Canada,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Canada,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Canada,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Canada,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Canada,North America,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,Canada,North America,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,Canada,North America,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,UK,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UK,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UK,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UK,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UK,Europe,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,UK,Europe,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,UK,Europe,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,Australia,Oceania,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Australia,Oceania,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Australia,Oceania,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Australia,Oceania,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Australia,Oceania,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,Australia,Oceania,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,Australia,Oceania,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,UAE,Middle East,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UAE,Middle East,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UAE,Middle East,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UAE,Middle East,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,UAE,Middle East,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,UAE,Middle East,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,UAE,Middle East,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,Germany,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Germany,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Germany,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Germany,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Germany,Europe,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,Germany,Europe,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,Germany,Europe,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2008,Singapore,Asia,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Singapore,Asia,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Singapore,Asia,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Singapore,Asia,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2008,Singapore,Asia,Remittance_USD_Billion,49.98,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2008,Singapore,Asia,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2008,Singapore,Asia,GDP_India,$1.199T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,USA,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,USA,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,USA,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,USA,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,USA,North America,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,USA,North America,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,USA,North America,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,Canada,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Canada,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Canada,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Canada,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Canada,North America,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,Canada,North America,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,Canada,North America,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,UK,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UK,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UK,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UK,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UK,Europe,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,UK,Europe,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,UK,Europe,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,Australia,Oceania,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Australia,Oceania,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Australia,Oceania,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Australia,Oceania,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Australia,Oceania,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,Australia,Oceania,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,Australia,Oceania,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,UAE,Middle East,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UAE,Middle East,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UAE,Middle East,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UAE,Middle East,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,UAE,Middle East,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,UAE,Middle East,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,UAE,Middle East,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,Germany,Europe,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Germany,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Germany,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Germany,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Germany,Europe,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,Germany,Europe,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,Germany,Europe,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2009,Singapore,Asia,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Singapore,Asia,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Singapore,Asia,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Singapore,Asia,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2009,Singapore,Asia,Remittance_USD_Billion,49.20,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2009,Singapore,Asia,Unemployment_India,7.64,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2009,Singapore,Asia,GDP_India,$1.342T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,USA,North America,Total_Indian_Migrants,"2,060,000",real,UN DESA / US Census Bureau ACS,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian foreign-born; MPI tabulation of 2010 ACS
2010,USA,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,USA,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,USA,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,USA,North America,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,USA,North America,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,USA,North America,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,Canada,North America,Total_Indian_Migrants,"540,000",real,UN DESA / Statistics Canada,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born in Canada
2010,Canada,North America,Permanent_Migrants,"30,311",real,IRCC Facts & Figures,https://open.canada.ca/data/en/dataset/2fbb56bd-eae7-4582-af7d-a197d185fc93,
2010,Canada,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Canada,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Canada,North America,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,Canada,North America,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,Canada,North America,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,UK,Europe,Total_Indian_Migrants,"710,000",real,UN DESA / ONS,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born in UK
2010,UK,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UK,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UK,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UK,Europe,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,UK,Europe,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,UK,Europe,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,Australia,Oceania,Total_Indian_Migrants,"330,000",real,UN DESA / ABS,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born
2010,Australia,Oceania,Permanent_Migrants,"17,000",real,Dept of Home Affairs Migration Program report,https://www.homeaffairs.gov.au/research-and-statistics/statistics/visa-statistics/live/migration-program,Approximate; detailed citizenship-level breakdown avail. from 2011-12 onward
2010,Australia,Oceania,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Australia,Oceania,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Australia,Oceania,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,Australia,Oceania,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,Australia,Oceania,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,UAE,Middle East,Total_Indian_Migrants,"2,250,000",real,UN DESA / UAE census,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born
2010,UAE,Middle East,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UAE,Middle East,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UAE,Middle East,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,UAE,Middle East,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,UAE,Middle East,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,UAE,Middle East,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,Germany,Europe,Total_Indian_Migrants,"60,000",real,UN DESA,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born
2010,Germany,Europe,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Germany,Europe,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Germany,Europe,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Germany,Europe,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,Germany,Europe,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,Germany,Europe,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2010,Singapore,Asia,Total_Indian_Migrants,"210,000",real,UN DESA,https://www.un.org/development/desa/pd/content/international-migrant-stock,Indian-born
2010,Singapore,Asia,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Singapore,Asia,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Singapore,Asia,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2010,Singapore,Asia,Remittance_USD_Billion,53.48,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
2010,Singapore,Asia,Unemployment_India,7.63,real,World Bank / ILOSTAT (modeled ILO estimate),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS?locations=IN,India national unemployment rate
2010,Singapore,Asia,GDP_India,$1.676T,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=IN,India GDP (current USD)
2011,USA,North America,Total_Indian_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2011,USA,North America,Permanent_Migrants,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2011,USA,North America,Temporary_Workers,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2011,USA,North America,Students,NOT AVAILABLE,real,,,No publicly sourced figure found for this cell
2011,USA,North America,Remittance_USD_Billion,62.50,real,World Bank World Development Indicators,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT?locations=IN,"Total India inflows, NOT disaggregated by source country"
